Sat Mar 17 06:06:52 2018,"KirkwoodTalon","RT @YarmolukDan: 🔥🔥🔥🔥🔥#DataScience #InternetOfThings #ArtificialIntelligence #BigData #BlockChain #IndustrialIoT #Industry40 #Technology #B…",ETH,598.86,BTC,8177.45
Sat Mar 17 06:06:53 2018,"DetroitCrypto","Current Crypto Prices! \n\nBTC: $8177.09 USD\nETH: $598.83 USD\nLTC: $160.71 USD\nBCH: $974.18 USD\nXLM: $0.2267 USD\nDOGE… https://t.co/sde8XmdkOk",ETH,598.86,BTC,8177.45
Sat Mar 17 06:06:53 2018,"AlexVinogradov4","RT @BTCTN: Korean Regulator Warns Kakao’s ICO Abroad Could Violate Crypto Regulations https://t.co/u2cpErZTo8 #Bitcoin https://t.co/609jAcJ…",ETH,598.86,BTC,8177.45
Sat Mar 17 06:06:54 2018,"4watr27","#AstrnToken pre-registration has started. Join now and get your free 300 tokens. \nhttps://t.co/2QxTrqMkkT Share you… https://t.co/PPQL22j4QW",ETH,598.86,BTC,8177.45
Sat Mar 17 06:06:55 2018,"ugursahinLM","RT @SmartTaylorApp: Buy pressure: China and the USA are forbidden to buy TAY until after the token sale. What do you think it will hapen th…",ETH,598.86,BTC,8177.45
Sat Mar 17 06:06:56 2018,"Mohamma88266016","RT @official_xiaomi: Airdrop 500 people :\n✔️ Like and follow \n✔️ Retweet. Tag 5 your friends \n✔️ Comment your ETH address \n#airdrop #bounty…",ETH,598.86,BTC,8177.45
Sat Mar 17 06:06:56 2018,"qwikad_free_ads","This is Better than Bitcoin!!  $1 to $78 000  Fantastic!! \n\nCheck It Out: https://t.co/Q1cTaSwC57\n\n #FullTimeJobs",ETH,598.86,BTC,8177.45
Sat Mar 17 06:06:57 2018,"svetlichnaya9","RT @BUY_and_SELL5: Chinese Bitcoin Mining Giant Bitmain is Expanding to the United States.\n\nMajor China-based cryptocurrency miner Bitmain…",ETH,598.86,BTC,8177.45
Sat Mar 17 06:06:58 2018,"RUDRAJ252525","@TwitterLive WORLD CLAIM BITCOIN STARTED CAPITAL CRASH 💯% NOW REMAIN ONLY34.5%CAPITAL\n1NO ONE KNOW HOW MUCH BITCOIN… https://t.co/wTfrJeK7vz",ETH,598.86,BTC,8177.45
Sat Mar 17 06:06:59 2018,"nashiko2323","RT @bigstonebtc: BTCとETHは、サイドチェーンやオフチェーン支払い時にプライバシー強化するという方向で、現状データ量が爆発してしまうオンチェーンの秘匿処理にはまだ慎重。BCHはオンチェーンでもできるかも。\nというのが私の見解。",ETH,598.86,BTC,8177.45
Sat Mar 17 06:06:59 2018,"cintyausing","RT @GymRewards: Buy #GYMRewards Tokens, Bonus Time is ending! https://t.co/HDvhoZrz2J, #ICO #cryptocurrency #mobile #app #mining #exercisin…",ETH,598.86,BTC,8177.45
Sat Mar 17 06:07:00 2018,"zimleague","@MsTeeDeve 1994 kamwana zveshuwa ..send bitcoin address u need 10 boxes cerevita",ETH,598.86,BTC,8177.45
Sat Mar 17 06:07:01 2018,"Siddharth7791","RT @22sajidali: #12460सहायकअध्यापकभर्ती \nBTC अभ्यर्थियों की @myogiadityanath जी से मुलाकात खत्म, CMने जल्द भर्ती पूरीका दिया आश्वासन, BTC अ…",ETH,598.86,BTC,8177.45
Sat Mar 17 06:07:02 2018,"FifthHunter","Monster Hunter but you’re hunting for Bitcoin.",ETH,598.87,BTC,8177.43
Sat Mar 17 06:07:03 2018,"cvested","RT @Keyrpto: 📢📢￼ Subscribe to our medium page and be the first to know about our latest news and announcements 📢📢\n\nhttps://t.co/y2FIAwJqXQ…",ETH,598.87,BTC,8177.43
Sat Mar 17 06:07:03 2018,"nepodaarok","RT @SwapyNetwork: Swapy Network ICO is about to start! ⭐️⭐️⭐️⭐️⭐️ Join our Telegram: Announcements [ https://t.co/7HlFL22JJR ] &amp; Open Chat…",ETH,598.87,BTC,8177.43
Sat Mar 17 06:07:04 2018,"pasternzeta","RT @syscoin: Token Issuance on Syscoin Platform and Masternode Innovations: Development Update https://t.co/5rxelTIT9Q #blockchain #bitcoin…",ETH,598.87,BTC,8177.43
Sat Mar 17 06:07:05 2018,"melisa999991","Bitcoin shed over 50% of its value and is struggling to find a bottom. Can it surge to new highs again? https://t.co/lWeGytDAMP",ETH,598.87,BTC,8177.43
Sat Mar 17 06:07:06 2018,"Lightrider","RT @JoyStreamApp: I just published “JoyStream is going live on Bitcoin Cash” https://t.co/QAUjs4VPoM",ETH,598.87,BTC,8177.43
Sat Mar 17 06:07:06 2018,"tAtUt5QirZzPMWR","RT @coin_post: ジョンマカフィー：ハッキング対策スタートアップCryptoSecureに加入\n\nセキュリティソフトMcAfeeを設立したJohn McAfee氏は、2020年までにBTCが100万ドル（約1億円）に到達すると予想。\n同氏は仮想通貨ハッキング対策企業…",ETH,598.87,BTC,8177.43
